id = 70
editor = DM

### Experiment

collaboration = HERMES
process = ep2epgamma
exptype = fixed target
year = 2012
reference =  from Morgan Murray, draft_90@hermes.desy.de, J. Burns and M. Murray 
reference2 = combined 1996-2007 data
reference3 = arXiv:1203.6287
inspiretex = Airapetian:2012mq


### Scattering Process

frame = Trento

in1particle = ep
in1energy = 27.6
in1energyunit = GeV

in2particle = p

out1particle = ep
out2particle = p
out3particle = gamma


### Observable 
# Asymmetry: AC A^{cos FTn*phi}_{C}  #

y1namelong = Beam Charge Azimuthal Asymmetry
y1name = AC 
y1unit = 1
y1value = column5
y1errorstatistic = column6 
y1errorsystematic = column7


### x-axes

x1name = tm
x1unit = GeV^2
x1value = column1

x2name = xB
x2unit = 1
x2value = column2

x3name = Q2
x3unit = GeV^2
x3value = column3

x4name = FTn
x4unit = 1
x4value = column4


### Data
#  -t     x_B     Q2   FTn   asym      stat.     syst. 
#####################################################
table =
####### t-projections #######
0.031  0.079  2.0  0  -0.0109955576668  0.00500393000757  0.007605 
0.031  0.079  2.0  1  0.00629639262114  0.00705356202216  0.001638 
0.031  0.079  2.0  2  -0.013031547357  0.00703919330229  0.003813 
0.031  0.079  2.0  3  -0.00444030708313  0.00711281272988  0.004359 
0.094  0.102  2.58  0  -0.0173588153521  0.00602179840663  0.007251 
0.094  0.102  2.58  1  0.040727707371  0.00839235334695  0.015747 
0.094  0.102  2.58  2  -0.000465941747637  0.00835053811108  0.014198  
0.094  0.102  2.58  3  -0.0133915554017  0.00838051207844  0.003859 
0.202  0.117  3.05  0  -0.0237350904645  0.00703984237982  0.005196 
0.202  0.117  3.05  1  0.0692211741426  0.00993096792121  0.024329 
0.202  0.117  3.05  2  -0.000309566570539  0.00972985804502  0.035259 
0.202  0.117  3.05  3  0.0196483149845  0.00975698473381  0.000883 
0.417  0.127  3.77  0  -0.0606362531478  0.0113424154065  0.006915 
0.417  0.127  3.77  1  0.138676890408  0.0169249939894  0.046865 
0.417  0.127  3.77  2  0.0313693936901  0.0158001538124  0.03927 
0.417  0.127  3.77  3  0.00357227138337  0.0153751499279  0.008547 
####### xB-projections #######
#Avg Bin Kinematics:   t=0.091   x=0.054   q=1.45
0.091  0.054   1.45  0  -0.0422971348331  0.00564820725489  0.011229 
0.091  0.054   1.45  1  0.0249648377146  0.00816873121312  0.013314 
0.091  0.054   1.45  2  -0.0176780133344  0.00783379721001  0.010507 
0.091  0.054   1.45  3  0.00202764035169  0.00759078672905  0.001186 
#Avg Bin Kinematics:   t=0.102   x=0.084   q=2.17
0.102  0.084   2.17  0  -0.0208791969613  0.00621007744839  0.017371 
0.102  0.084   2.17  1  0.0327163294022  0.00877136440003  0.01828 
0.102  0.084   2.17  2  -0.00165167428007  0.00862211723165  0.013666 
0.102  0.084   2.17  3  -0.0141745169518  0.00862977197297  0.004788 
#Avg Bin Kinematics:   t=0.127   x=0.121   q=3.13
0.127  0.121   3.13  0  -0.0102739033124  0.00702756303297  0.009025 
0.127  0.121   3.13  1  0.0361258256391  0.00996927430345  0.007326 
0.127  0.121   3.13  2  -0.00427737744716  0.00976596541959  0.004491 
0.127  0.121   3.13  3  0.0050352610668  0.00969734448062  0.008503 
0.195   0.2    5.13  0   0.00952509561175  0.0095117079236  0.010598 
0.195   0.2    5.13  1   0.0474304824971  0.0135090068194  0.01065 
0.195   0.2    5.13  2   0.0276605776891  0.0132292334987  0.012017 
0.195   0.2    5.13  3   -0.0164203304752  0.0129515386075  0.002053 
####### Q2-projections #######
0.076  0.056   1.25  0  -0.0413161838089  0.00614488781079  0.025487 
0.076  0.056   1.25  1  0.0280013008807  0.00859740675837  0.029143 
0.076  0.056   1.25  2  -0.0101666184711  0.00850789616644  0.01222 
0.076  0.056   1.25  3  -0.00191003139451  0.00848937620408  0.005023 
0.097  0.078   1.86  0  -0.0297108855057  0.00592982305427  0.022297 
0.097  0.078   1.86  1  0.0401812018534  0.00824829000837  0.021184 
0.097  0.078   1.86  2  -0.0207041192682  0.00825363010415  0.010482 
0.097  0.078   1.86  3  0.00650966231619  0.00822966902429  0.001531  
0.127  0.107  2.83  0  -0.0136996138809  0.00680246718998  0.021051 
0.127  0.107  2.83  1  0.0424885671229  0.00970721514051  0.016517 
0.127  0.107  2.83  2  0.0212857053635  0.00942562088615  0.017144 
0.127  0.107  2.83  3  -0.0142362102093  0.00947514858856  0.005777 
0.186  0.171  4.91  0  0.0131141753841  0.00758407129679  0.02999 
0.186  0.171  4.91  1  0.0455732720413  0.0107336543082  0.019182 
0.186  0.171  4.91  2  0.00460527990754  0.0105458346074  0.00721 
0.186  0.171  4.91  3  -0.00227559761412  0.0105463650509  0.003601 

