id = 2101
editor = DM

### Pseudo EIC data obtained by using gepard fit and Salvatores errors 5% systematics for "cross section" are added
# for ep cross section for 20 x 250, b ~6
# systematic error for polarization are added to be 5%
# systematic error added to be 0.035

collaboration = EIC
process = ep2epgamma
exptype = collider
year = 2011
reference = "asi-errors-... from Salvatore"
reference2 =
reference3 =

### Scattering Process

frame = Trento

in1particle = e-
in1energy = 20.
in1energyunit = GeV
in2particle = p
in2energy = 250.
in2energyunit = GeV
in2polarizationvector = T
in2polarization = 1

out1particle = e-
out2particle = p
out3particle = gamma

# colliding 20 GeV electrons with
# 250 GeV protons

### Observable

y1name = TSA
y1namelong = transversal target spin asymmetry
y1unit = 1
y1value = column5
y1error = column6

### x-axes
x1name = tm
x1unit = GeV^2
x1value = column1

x2name = Q2
x2unit = GeV^2
x2value = column2

x3name = xB
x3unit = 1
x3value = column3

x4name = phi
x4unit = rad
x4value = column4

table =
### Data
# tm Q2 xB phi TSA error sys and sta are added in quadrature
################################################################
0.08 4.39 0.0002045 0.157 -0.055862857259081904 0.03935741644964031
0.08 4.39 0.0002045 0.471 0.011668739016787473 0.03935739746075066
0.08 4.39 0.0002045 0.785 -0.007246901785031647 0.03891017709164326
0.08 4.39 0.0002045 1.1 -0.06023118254856499 0.038910153663152196
0.08 4.39 0.0002045 1.414 0.01385180048886518 0.03891022166795338
0.08 4.39 0.0002045 1.728 0.002080041733477469 0.03848386391292703
0.08 4.39 0.0002045 2.042 0.027502350530771096 0.03848379675454802
0.08 4.39 0.0002045 2.356 -0.020302530327239755 0.03848376467656889
0.08 4.39 0.0002045 2.67 -0.052483132910413274 0.03848376532954431
0.08 4.39 0.0002045 2.985 -0.02987147132203219 0.038483771915391075
0.08 4.39 0.0002045 3.298592653589793 -0.03333991096597259 0.0384837719098906
0.08 4.39 0.0002045 3.612592653589793 -0.0005315797405262163 0.03848376534254167
0.08 4.39 0.0002045 3.9265926535897933 -0.05162405212979758 0.03848376465725421
0.08 4.39 0.0002045 4.241592653589793 0.000042176261182996994 0.03848379682949328
0.08 4.39 0.0002045 4.555592653589793 -0.027598648272459753 0.03848386397453607
0.08 4.39 0.0002045 4.869592653589793 0.020691356055459152 0.038910221541706404
0.08 4.39 0.0002045 5.183592653589793 0.05695966024179653 0.03891015364674016
0.08 4.39 0.0002045 5.497592653589793 0.028072918642430316 0.038910177015025096
0.08 4.39 0.0002045 5.811592653589793 0.017126586872409064 0.03935739740663068
0.08 4.39 0.0002045 6.1265926535897925 -0.009656020296633653 0.03935741646178096
0.275 4.39 0.0002045 0.157 -0.06575712328276824 0.04675468245607368
0.275 4.39 0.0002045 0.471 0.027968681433677794 0.046754682023106044
0.275 4.39 0.0002045 0.785 0.04042888947967918 0.04609772395708106
0.275 4.39 0.0002045 1.1 0.0002587400918378798 0.045453272734379206
0.275 4.39 0.0002045 1.414 -0.011015603160592337 0.044821871628008235
0.275 4.39 0.0002045 1.728 0.04591596361420128 0.044204346962707336
0.275 4.39 0.0002045 2.042 0.1172219724536001 0.04301163315012785
0.275 4.39 0.0002045 2.356 -0.0664059858045954 0.04301163325677614
0.275 4.39 0.0002045 2.67 -0.09222822860029521 0.04243822723810103
0.275 4.39 0.0002045 2.985 0.02852384194384889 0.042438252323115495
0.275 4.39 0.0002045 3.298592653589793 -0.012793247501596978 0.04243825230446026
0.275 4.39 0.0002045 3.612592653589793 0.06634868519959684 0.042438227298637374
0.275 4.39 0.0002045 3.9265926535897933 -0.027903359286573726 0.043011633298334254
0.275 4.39 0.0002045 4.241592653589793 0.0014431998730073908 0.04301163319635803
