id = 96
editor = KK


### Experiment

collaboration = CLAS
process = ep2epgamma
exptype = fixed target
year = 2015
reference = arXiv:1501.07052
inspiretex = Pisano:2015iqa
reference2 = F.T. by K.K.


### Scattering Process

frame = Trento

in1particle = em
in1energy = 5.932
in1energyunit = GeV
in1polarizationvector = L
in1polarization = +1

in2particle = p
in2polarizationvector = L
in2polarization = +1

out1particle = em
out2particle = p
out3particle = gamma


### Observable 
# A_{LL}


y1name = BTSA
y1namelong = Beam Spin Asymmetry
y1unit = 1
y1value = column5
y1errorstatistic = column6 
y1errorsystematic = column7 



### x-axes

x1name = Q2
x1unit = GeV^2
x1value = column1

x2name = xB
x2unit = 1
x2value = column2

x3name = tm
x3unit = GeV^2
x3value = column3


x4name = FTn
x4unit = 1
x4value = column4

### Data
table =
#
#  CLAS 2015 BTSA
#  avgsyst = average syst error of the bin
#  - points with too large -t/Q^2 commented out
#  - points with extremely large errorbars (disagreement 
#                      with CLAS) commented out
#
#   Q2       xB        -t     FTn  BTSA   FTerr  avgsyst
###########################################################
 1.55354  0.181084  0.128694    0  0.539  0.093   0.036
#1.56422  0.182261  0.230179    0  0.502  0.594   0.072
#1.47020  0.176380  0.475638    0  0.713  0.738   0.078
#1.46031  0.175596  1.081570    0  0.345  0.068   0.086
 1.97907  0.247267  0.135801    0  0.589  0.019   0.025
 2.04773  0.258542  0.227796    0  0.574  0.021   0.025
 1.94335  0.257897  0.457348    0  0.485  0.042   0.030
#1.90114  0.257321  1.194570    0  0.365  0.030   0.027
 2.36222  0.254504  0.137780    0  0.721  0.027   0.029
 2.44750  0.264769  0.228628    0  0.573  0.033   0.038
 2.45794  0.265476  0.443085    0  0.512  0.075   0.055
#2.43020  0.262357  1.141540    0  0.357  0.463   0.042
#2.52890  0.318722  0.157822    0  0.641  0.592   0.054
 2.67020  0.337185  0.240100    0  0.687  0.028   0.034
 2.66546  0.349578  0.455835    0  0.596  0.020   0.024
#2.46831  0.349998  1.191560    0  0.405  0.023   0.025
#3.15132  0.415190  0.271405    0  1.333  0.404   0.055
 3.31407  0.442331  0.506819    0  0.684  0.063   0.052
#3.31725  0.461373  1.159000    0  0.579  0.032   0.037
#
 1.55354  0.181084  0.128694    1   0.079  0.176   0.036
#1.56422  0.182261  0.230179    1  -0.001  0.916   0.072
#1.47020  0.176380  0.475638    1   0.461  1.141   0.078
#1.46031  0.175596  1.081570    1   0.055  0.103   0.086
 1.97907  0.247267  0.135801    1  -0.012  0.028   0.025
 2.04773  0.258542  0.227796    1  -0.052  0.032   0.025
 1.94335  0.257897  0.457348    1   0.014  0.073   0.030
#1.90114  0.257321  1.194570    1   0.050  0.038   0.027
 2.36222  0.254504  0.137780    1  -0.061  0.041   0.029
 2.44750  0.264769  0.228628    1  -0.010  0.053   0.038
 2.45794  0.265476  0.443085    1  -0.205  0.143   0.055
#2.43020  0.262357  1.141540    1   0.186  0.723   0.042
#2.52890  0.318722  0.157822    1   0.173  1.021   0.054
 2.67020  0.337185  0.240100    1  -0.004  0.044   0.034
 2.66546  0.349578  0.455835    1   0.033  0.026   0.024
#2.46831  0.349998  1.191560    1  -0.032  0.030   0.025
#3.15132  0.415190  0.271405    1  -1.339  0.767   0.055
 3.31407  0.442331  0.506819    1   0.152  0.112   0.052
#3.31725  0.461373  1.159000    1   0.004  0.050   0.037
