id = 2105
editor = DM

### Pseudo EIC data obtained by using gepard fit and Salvatores errors 5% systematics for "cross section" are added
# for ep cross section for 20 x 250, b ~6
# systematic error for polarization are added to be 5%
# systematic error added to be 0.035

collaboration = EIC
process = ep2epgamma
exptype = collider
year = 2011
reference = "asi-errors-... from Salvatore"
reference2 =
reference3 =

### Scattering Process

frame = Trento

in1particle = e-
in1energy = 20.
in1energyunit = GeV
in2particle = p
in2energy = 250.
in2energyunit = GeV
in2polarizationvector = T
in2polarization = 1

out1particle = e-
out2particle = p
out3particle = gamma

# colliding 20 GeV electrons with
# 250 GeV protons

### Observable

y1name = TSA
y1namelong = transversal target spin asymmetry
y1unit = 1
y1value = column5
y1error = column6

### x-axes
x1name = tm
x1unit = GeV^2
x1value = column1

x2name = Q2
x2unit = GeV^2
x2value = column2

x3name = xB
x3unit = 1
x3value = column3

x4name = phi
x4unit = rad
x4value = column4

table =
### Data
# tm Q2 xB phi TSA error sys and sta are added in quadrature
################################################################
0.08 4.39 0.00129 0.393 0.13601990536855083 0.044830987529996674
0.08 4.39 0.00129 1.178 -0.01302885566313541 0.04482212461751624
0.08 4.39 0.00129 1.963 0.059153851894994475 0.04482927317775712
0.08 4.39 0.00129 2.749 -0.05365926469430665 0.04422537005549943
0.08 4.39 0.00129 3.534592653589793 -0.01579116183376701 0.04422536561776993
0.08 4.39 0.00129 4.319592653589793 -0.056686506595033964 0.044829284504159746
0.08 4.39 0.00129 5.104592653589793 0.10182876072685143 0.044822122108637015
0.08 4.39 0.00129 5.890592653589794 0.07322460153149403 0.044830991939911545
0.275 4.39 0.00129 0.393 0.029909204268290742 0.05941204928398268
0.275 4.39 0.00129 1.178 0.0045374252082735845 0.05860063731448792
0.275 4.39 0.00129 1.963 -0.043869365470016033 0.056229316963990465
0.275 4.39 0.00129 2.749 0.03442416465565412 0.05701765161581553
0.275 4.39 0.00129 3.534592653589793 -0.0246468061122972 0.057017651232180146
0.275 4.39 0.00129 4.319592653589793 0.06499091305921427 0.05622932069348431
0.275 4.39 0.00129 5.104592653589793 0.1270473824154662 0.058600639839075215
0.275 4.39 0.00129 5.890592653589794 -0.010250941689646752 0.05941205519050657
0.65 4.39 0.00129 0.393 -0.10753546936505198 0.09660533953394831
0.65 4.39 0.00129 1.178 0.0976267475400679 0.09573381043170988
0.65 4.39 0.00129 1.963 0.05171109809446785 0.08937039392344888
0.65 4.39 0.00129 2.749 0.10744712101978879 0.08660207392895772
0.65 4.39 0.00129 3.534592653589793 0.15252734866419065 0.08660208383708821
0.65 4.39 0.00129 4.319592653589793 -0.08551575431772324 0.08937038965977795
0.65 4.39 0.00129 5.104592653589793 0.17572843264131122 0.09573397994342578
0.65 4.39 0.00129 5.890592653589794 0.05379813669593861 0.09660542837771494
1.1 4.39 0.00129 0.393 -0.2812546285322013 0.1443255058252334
1.1 4.39 0.00129 1.178 0.24167981636105423 0.1333147233040229
1.1 4.39 0.00129 1.963 0.18325564019795085 0.1154828538237223
1.1 4.39 0.00129 2.749 0.18933684105286697 0.11436334697501639
1.1 4.39 0.00129 3.534592653589793 0.38681716879630906 0.11436340432570258
1.1 4.39 0.00129 4.319592653589793 0.32708962568096606 0.11548273716796549
1.1 4.39 0.00129 5.104592653589793 0.35127126640519485 0.13331530320484847
1.1 4.39 0.00129 5.890592653589794 -0.012894900124220003 0.144325441806207
1.35 4.39 0.00129 0.393 0.31527674697201635 0.14340827355981647
1.35 4.39 0.00129 1.178 0.23235077454349928 0.1441064499713405
1.35 4.39 0.00129 1.963 0.26816666909173875 0.13794130069239988
1.35 4.39 0.00129 2.749 0.335297998018238 0.13209597279838134
1.35 4.39 0.00129 3.534592653589793 0.4102170702973458 0.13209603232087835
1.35 4.39 0.00129 4.319592653589793 0.49025642381530693 0.13794132910203838
1.35 4.39 0.00129 5.104592653589793 0.12664849234926495 0.14410721600338156
1.35 4.39 0.00129 5.890592653589794 0.15784619294168983 0.14340816017916277
