id = 2115
editor = DM

### Pseudo EIC data obtained by using gepard fit and Salvatores errors 5% systematics for "cross section" are added
# for ep cross section for 20 x 250, b ~6
# systematic error for polarization are added to be 5%
# systematic error added to be 0.035

collaboration = EIC
process = ep2epgamma
exptype = collider
year = 2011
reference = "asi-errors-... from Salvatore"
reference2 =
reference3 =

### Scattering Process

frame = Trento

in1particle = e-
in1energy = 20.
in1energyunit = GeV
in2particle = p
in2energy = 250.
in2energyunit = GeV
in2polarizationvector = T
in2polarization = 1

out1particle = e-
out2particle = p
out3particle = gamma

# colliding 20 GeV electrons with
# 250 GeV protons

### Observable

y1name = TSA
y1namelong = transversal target spin asymmetry
y1unit = 1
y1value = column5
y1error = column6

### x-axes
x1name = tm
x1unit = GeV^2
x1value = column1

x2name = Q2
x2unit = GeV^2
x2value = column2

x3name = xB
x3unit = 1
x3value = column3

x4name = phi
x4unit = rad
x4value = column4

table =
### Data
# tm Q2 xB phi TSA error sys and sta are added in quadrature
################################################################
0.08 7.81 0.003245 0.393 0.06952584389902437 0.06947249539985374
0.08 7.81 0.003245 1.178 -0.019427950875721533 0.07032845656670819
0.08 7.81 0.003245 1.963 -0.016958256536417513 0.07033452392409589
0.08 7.81 0.003245 2.749 0.0341737410111659 0.07035141087372808
0.08 7.81 0.003245 3.534592653589793 -0.13521493710900187 0.07035140482172744
0.08 7.81 0.003245 4.319592653589793 -0.08213042613561404 0.07033453625713697
0.08 7.81 0.003245 5.104592653589793 0.0926797281770816 0.07032845261739189
0.08 7.81 0.003245 5.890592653589794 0.07964364224735068 0.0694724997087405
0.275 7.81 0.003245 0.393 -0.04878537985925189 0.11162888763644006
0.275 7.81 0.003245 1.178 -0.009116411951413047 0.10406248124030108
0.275 7.81 0.003245 1.963 -0.03017334995559508 0.10218123806689029
0.275 7.81 0.003245 2.749 -0.15528162150719035 0.09936805238330337
0.275 7.81 0.003245 3.534592653589793 -0.008469465603914737 0.09936805237818953
0.275 7.81 0.003245 4.319592653589793 0.006953956228167389 0.10218123809220152
0.275 7.81 0.003245 5.104592653589793 0.025875801204599848 0.10406248123933586
0.275 7.81 0.003245 5.890592653589794 0.22633891342253437 0.11162888766204751
0.65 7.81 0.003245 0.393 -0.12900878466116783 0.21588149493316378
0.65 7.81 0.003245 1.178 0.06728651727812623 0.1941844671728628
0.65 7.81 0.003245 1.963 0.015748601207041225 0.15212337839340506
0.65 7.81 0.003245 2.749 0.3214466553759384 0.193234796981522
0.65 7.81 0.003245 3.534592653589793 0.13059371943660936 0.19323479667488855
0.65 7.81 0.003245 4.319592653589793 -0.019411689352191563 0.1521233930560539
0.65 7.81 0.003245 5.104592653589793 0.005695913372337439 0.19418448721229187
0.65 7.81 0.003245 5.890592653589794 -0.0675551674827511 0.21588152175066136
1.1 7.81 0.003245 0.393 0.05658694712102556 0.26335790041366336
1.1 7.81 0.003245 1.178 -0.1522195851545438 0.2554702074001733
1.1 7.81 0.003245 1.963 0.4100745421864649 0.2556097984942917
1.1 7.81 0.003245 2.749 0.06653915801310128 0.24572266044986282
1.1 7.81 0.003245 3.534592653589793 0.14658937362606864 0.2457226649194706
1.1 7.81 0.003245 4.319592653589793 0.31105357910126563 0.2556098353388601
1.1 7.81 0.003245 5.104592653589793 0.09071799669226557 0.25547034807086955
1.1 7.81 0.003245 5.890592653589794 0.29591481299192196 0.2633579407000779
1.35 7.81 0.003245 0.393 -0.7579363248196525 0.507212010858616
1.35 7.81 0.003245 1.178 -0.6540927274205444 0.5072629648461217
1.35 7.81 0.003245 1.963 0.6274510550082126 0.36693173503702825
1.35 7.81 0.003245 2.749 0.021585827305541594 0.33415580719650434
1.35 7.81 0.003245 3.534592653589793 0.4581361053071711 0.334155808056473
1.35 7.81 0.003245 4.319592653589793 -0.21514196013626807 0.3669318071919827
1.35 7.81 0.003245 5.104592653589793 0.8397959995293602 0.5072630750714396
1.35 7.81 0.003245 5.890592653589794 0.4018731188436135 0.5072120208567295
