id = 2114
editor = DM

### Pseudo EIC data obtained by using gepard fit and Salvatores errors 5% systematics for "cross section" are added
# for ep cross section for 20 x 250, b ~6
# systematic error for polarization are added to be 5%
# systematic error added to be 0.035

collaboration = EIC
process = ep2epgamma
exptype = collider
year = 2011
reference = "asi-errors-... from Salvatore"
reference2 =
reference3 =

### Scattering Process

frame = Trento

in1particle = e-
in1energy = 20.
in1energyunit = GeV
in2particle = p
in2energy = 250.
in2energyunit = GeV
in2polarizationvector = T
in2polarization = 1

out1particle = e-
out2particle = p
out3particle = gamma

# colliding 20 GeV electrons with
# 250 GeV protons

### Observable

y1name = TSA
y1namelong = transversal target spin asymmetry
y1unit = 1
y1value = column5
y1error = column6

### x-axes
x1name = tm
x1unit = GeV^2
x1value = column1

x2name = Q2
x2unit = GeV^2
x2value = column2

x3name = xB
x3unit = 1
x3value = column3

x4name = phi
x4unit = rad
x4value = column4

table =
### Data
# tm Q2 xB phi TSA error sys and sta are added in quadrature
################################################################
0.08 7.81 0.002045 0.314 0.01930680123649675 0.055459928466785414
0.08 7.81 0.002045 0.942 0.04629963843557931 0.053155605778747374
0.08 7.81 0.002045 1.571 -0.024095553702883663 0.05467323333722853
0.08 7.81 0.002045 2.199 -0.012808563223821418 0.053176017782005244
0.08 7.81 0.002045 2.827 -0.17658028560988911 0.05245924852477128
0.08 7.81 0.002045 3.455592653589793 -0.0671843715750932 0.05245926765172751
0.08 7.81 0.002045 4.083592653589793 -0.06843323134457993 0.05317605003614743
0.08 7.81 0.002045 4.712592653589793 -0.0650930290150471 0.05467322728712532
0.08 7.81 0.002045 5.340592653589793 0.10647612625454624 0.0531555941403301
0.08 7.81 0.002045 5.968592653589793 -0.017904313165329918 0.05545992119785654
0.275 7.81 0.002045 0.314 0.03521772549402169 0.08005623043486054
0.275 7.81 0.002045 0.942 0.15571743647343844 0.07736924455781692
0.275 7.81 0.002045 1.571 -0.00038896222402093827 0.07559100482344584
0.275 7.81 0.002045 2.199 -0.08932631396256999 0.07736924481957413
0.275 7.81 0.002045 2.827 -0.049553252817450544 0.07470609121248872
0.275 7.81 0.002045 3.455592653589793 0.14584800396983977 0.0747060912125507
0.275 7.81 0.002045 4.083592653589793 -0.12498886066873856 0.07736924481976006
0.275 7.81 0.002045 4.712592653589793 -0.043260468851625315 0.07559100482332134
0.275 7.81 0.002045 5.340592653589793 -0.027324865880314863 0.07736924455770412
0.275 7.81 0.002045 5.968592653589793 -0.01640137207588027 0.08005623043472308
0.65 7.81 0.002045 0.314 0.06175945179228004 0.14337639332242264
0.65 7.81 0.002045 0.942 -0.01670726298090449 0.12116519830480252
0.65 7.81 0.002045 1.571 -0.008701860910410919 0.11930220769645929
0.65 7.81 0.002045 2.199 0.11091557258936335 0.12606124659417406
0.65 7.81 0.002045 2.827 0.05090642912583011 0.11651287173529831
0.65 7.81 0.002045 3.455592653589793 0.18189129088598815 0.1165128766892066
0.65 7.81 0.002045 4.083592653589793 0.11483694661756617 0.12606127534214026
0.65 7.81 0.002045 4.712592653589793 0.17472975041311017 0.11930215875487699
0.65 7.81 0.002045 5.340592653589793 0.15069761951112778 0.12116519608372493
0.65 7.81 0.002045 5.968592653589793 -0.053591970762124054 0.14337635337047896
1.1 7.81 0.002045 0.314 -0.19311458483104543 0.22080964562315886
1.1 7.81 0.002045 0.942 -0.09012547831111564 0.17358023557831204
1.1 7.81 0.002045 1.571 -0.0978067457378855 0.18946330230993425
1.1 7.81 0.002045 2.199 -0.1678470987320161 0.17299991617921884
1.1 7.81 0.002045 2.827 0.4761024274780433 0.1750103309068263
1.1 7.81 0.002045 3.455592653589793 0.3808232680989613 0.17501034762204534
1.1 7.81 0.002045 4.083592653589793 0.09151746471337299 0.1730000241922798
1.1 7.81 0.002045 4.712592653589793 0.47722232404621 0.1894631493215683
1.1 7.81 0.002045 5.340592653589793 0.14892356340119445 0.17358031844534424
1.1 7.81 0.002045 5.968592653589793 -0.03839267093050779 0.22080961241613442
1.35 7.81 0.002045 0.314 0.08230646370177198 0.2603672865468302
1.35 7.81 0.002045 0.942 0.38336114537676136 0.34877411856889934
1.35 7.81 0.002045 1.571 0.25932696644580067 0.22691910073791885
1.35 7.81 0.002045 2.199 0.275642664277741 0.23108755720263466
1.35 7.81 0.002045 2.827 0.14741036124970194 0.2203430094522588
1.35 7.81 0.002045 3.455592653589793 0.4570545762864596 0.22034304960550963
1.35 7.81 0.002045 4.083592653589793 0.5063476611302621 0.23108771042305978
1.35 7.81 0.002045 4.712592653589793 0.15393168363187118 0.22691893976305855
1.35 7.81 0.002045 5.340592653589793 -0.2200278591053681 0.34877417023006063
1.35 7.81 0.002045 5.968592653589793 0.13887682553674588 0.2603672738244346
