id = 2107
editor = DM

### Pseudo EIC data obtained by using gepard fit and Salvatores errors 5% systematics for "cross section" are added
# for ep cross section for 20 x 250, b ~6
# systematic error for polarization are added to be 5%
# systematic error added to be 0.035

collaboration = EIC
process = ep2epgamma
exptype = collider
year = 2011
reference = "asi-errors-... from Salvatore"
reference2 =
reference3 =

### Scattering Process

frame = Trento

in1particle = e-
in1energy = 20.
in1energyunit = GeV
in2particle = p
in2energy = 250.
in2energyunit = GeV
in2polarizationvector = T
in2polarization = -1.5707963267948966

out1particle = e-
out2particle = p
out3particle = gamma

# colliding 20 GeV electrons with
# 250 GeV protons

### Observable

y1name = TSA
y1namelong = transversal target spin asymmetry
y1unit = 1
y1value = column5
y1error = column6

### x-axes
x1name = tm
x1unit = GeV^2
x1value = column1

x2name = Q2
x2unit = GeV^2
x2value = column2

x3name = xB
x3unit = 1
x3value = column3

x4name = phi
x4unit = rad
x4value = column4

table =
### Data
# tm Q2 xB phi TSA error sys and sta are added in quadrature
################################################################
0.08 4.39 0.003245 0.393 -0.02529386300909119 0.08549563713341987
0.08 4.39 0.003245 1.178 0.03954385895143532 0.09100005927719783
0.08 4.39 0.003245 1.963 0.0038878471246657394 0.08549394413141329
0.08 4.39 0.003245 2.749 0.02263077878847762 0.08095985687092211
0.08 4.39 0.003245 3.534592653589793 -0.05272252803070106 0.08095985638838722
0.08 4.39 0.003245 4.319592653589793 0.012295843441805513 0.08549394577199815
0.08 4.39 0.003245 5.104592653589793 -0.057604169304007385 0.0910000586838231
0.08 4.39 0.003245 5.890592653589794 0.005683817646310915 0.08549563880417055
0.275 4.39 0.003245 0.393 -0.200473399881032 0.1317355259561714
0.275 4.39 0.003245 1.178 -0.14912628049597026 0.13462914318599514
0.275 4.39 0.003245 1.963 0.0380919536466941 0.12116558106522282
0.275 4.39 0.003245 2.749 0.16937483518945418 0.1317350413595724
0.275 4.39 0.003245 3.534592653589793 -0.16408502895331434 0.13173504135002845
0.275 4.39 0.003245 4.319592653589793 -0.0960160012647123 0.12116558123688784
0.275 4.39 0.003245 5.104592653589793 0.08649815759692987 0.13462914337952675
0.275 4.39 0.003245 5.890592653589794 -0.02867805487996619 0.1317355269611566
0.65 4.39 0.003245 0.393 -0.07146318667611251 0.2484894138439661
0.65 4.39 0.003245 1.178 -0.325538095983679 0.20403687250634234
0.65 4.39 0.003245 1.963 -0.025306522475665214 0.18633403128035916
0.65 4.39 0.003245 2.749 0.31098157690976996 0.20009766915294644
0.65 4.39 0.003245 3.534592653589793 -0.014826301712725802 0.2000976700644298
0.65 4.39 0.003245 4.319592653589793 0.07210907574615519 0.18633402812057662
0.65 4.39 0.003245 5.104592653589793 -0.2948113856705932 0.20403688634458134
0.65 4.39 0.003245 5.890592653589794 -0.17696344894757698 0.24848944533218031
1.1 4.39 0.003245 0.393 0.13373538117956763 0.3149682879929702
1.1 4.39 0.003245 1.178 -0.5454612793674742 0.4126098418924007
1.1 4.39 0.003245 1.963 -0.15519608902956006 0.29319190967233894
1.1 4.39 0.003245 2.749 -0.21661005968730523 0.39659251332740597
1.1 4.39 0.003245 3.534592653589793 -0.21868292771588976 0.39659251864762357
1.1 4.39 0.003245 4.319592653589793 -0.1209098645320377 0.293191864508082
1.1 4.39 0.003245 5.104592653589793 0.10413695409504384 0.4126098206518154
1.1 4.39 0.003245 5.890592653589794 0.048603384216184015 0.31496822301334576
1.35 4.39 0.003245 0.393 1.3965751443836767 0.7079190190286103
1.35 4.39 0.003245 1.178 1.4328825802672096 0.6102251676229172
1.35 4.39 0.003245 1.963 0.09210322184344633 0.31815540672095793
1.35 4.39 0.003245 2.749 0.38153976909256676 0.32403255955770244
1.35 4.39 0.003245 3.534592653589793 0.3081065715489627 0.3240325768322332
1.35 4.39 0.003245 4.319592653589793 0.567023729472149 0.31815529236250223
1.35 4.39 0.003245 5.104592653589793 1.5988792830752856 0.6102251247231811
1.35 4.39 0.003245 5.890592653589794 0.8694499999395018 0.7079189410396141
