id = 2119
editor = DM

### Pseudo EIC data obtained by using gepard fit and Salvatores errors 5% systematics for "cross section" are added
# for ep cross section for 20 x 250, b ~6
# systematic error for polarization are added to be 5%
# systematic error added to be 0.035

collaboration = EIC
process = ep2epgamma
exptype = collider
year = 2011
reference = "asi-errors-... from Salvatore"
reference2 =
reference3 =

### Scattering Process

frame = Trento

in1particle = e-
in1energy = 20.
in1energyunit = GeV
in2particle = p
in2energy = 250.
in2energyunit = GeV
in2polarizationvector = T
in2polarization = -1.5707963267948966

out1particle = e-
out2particle = p
out3particle = gamma

# colliding 20 GeV electrons with
# 250 GeV protons

### Observable

y1name = TSA
y1namelong = transversal target spin asymmetry
y1unit = 1
y1value = column5
y1error = column6

### x-axes
x1name = tm
x1unit = GeV^2
x1value = column1

x2name = Q2
x2unit = GeV^2
x2value = column2

x3name = xB
x3unit = 1
x3value = column3

x4name = phi
x4unit = rad
x4value = column4

table =
### Data
# tm Q2 xB phi TSA error sys and sta are added in quadrature
################################################################
0.08 13.89 0.0008155 0.262 0.004312934574750014 0.03936004052956999
0.08 13.89 0.0008155 0.785 -0.003119816877428558 0.03935852085529112
0.08 13.89 0.0008155 1.309 0.06289816225530233 0.03891015877783289
0.08 13.89 0.0008155 1.833 0.03774279781949242 0.03891154139575131
0.08 13.89 0.0008155 2.356 -0.035874203837536846 0.03891562130232236
0.08 13.89 0.0008155 2.88 -0.0006757421297242279 0.03891941977502803
0.08 13.89 0.0008155 3.403592653589793 -0.01884047716173507 0.038919417993330464
0.08 13.89 0.0008155 3.9265926535897933 0.019627751101836066 0.03891562654437421
0.08 13.89 0.0008155 4.450592653589793 0.036033730891316 0.03891153906928844
0.08 13.89 0.0008155 4.974592653589793 -0.05038486826116806 0.0389101589194989
0.08 13.89 0.0008155 5.497592653589793 -0.016945509334036622 0.039358518860527075
0.08 13.89 0.0008155 6.021592653589793 -0.005030864174668415 0.039360041263060266
0.275 13.89 0.0008155 0.262 -0.04152208484116821 0.047425309040351846
0.275 13.89 0.0008155 0.785 -0.029066541777744186 0.04675517409935682
0.275 13.89 0.0008155 1.309 0.0869937096389665 0.04609788972422588
0.275 13.89 0.0008155 1.833 -0.015227834522464002 0.045456577801797786
0.275 13.89 0.0008155 2.356 -0.056470007490960476 0.04483181889313173
0.275 13.89 0.0008155 2.88 -0.030925002079223718 0.04483759171815512
0.275 13.89 0.0008155 3.403592653589793 -0.01835733208366642 0.04483758904511373
0.275 13.89 0.0008155 3.9265926535897933 -0.02087626036871052 0.04483182699690941
0.275 13.89 0.0008155 4.450592653589793 0.08341306580385964 0.04545657375525024
0.275 13.89 0.0008155 4.974592653589793 -0.05137764120555148 0.046097888893438875
0.275 13.89 0.0008155 5.497592653589793 0.017648726760297415 0.046755172693153546
0.275 13.89 0.0008155 6.021592653589793 0.0402752863478711 0.047425309662673575
0.65 13.89 0.0008155 0.262 -0.02940689421930196 0.06688802329723205
0.65 13.89 0.0008155 0.785 0.0004046910194829865 0.06688796829209501
0.65 13.89 0.0008155 1.309 0.10990385357856404 0.06268183176459954
0.65 13.89 0.0008155 1.833 0.09561745285540801 0.06185523592127628
0.65 13.89 0.0008155 2.356 -0.00824436873715998 0.06021764920851174
0.65 13.89 0.0008155 2.88 0.007922499918226425 0.057803473892828285
0.65 13.89 0.0008155 3.403592653589793 0.020780912618358523 0.057803473594817946
0.65 13.89 0.0008155 3.9265926535897933 -0.06696958259694295 0.060217650124541146
0.65 13.89 0.0008155 4.450592653589793 0.08317982315971438 0.06185523540133364
0.65 13.89 0.0008155 4.974592653589793 0.052589626225027296 0.0626818315643935
