id = 2111
editor = DM

### Pseudo EIC data obtained by using gepard fit and Salvatores errors 5% systematics for "cross section" are added
# for ep cross section for 20 x 250, b ~6
# systematic error for polarization are added to be 5%
# systematic error added to be 0.035

collaboration = EIC
process = ep2epgamma
exptype = collider
year = 2011
reference = "asi-errors-... from Salvatore"
reference2 =
reference3 =

### Scattering Process

frame = Trento

in1particle = e-
in1energy = 20.
in1energyunit = GeV
in2particle = p
in2energy = 250.
in2energyunit = GeV
in2polarizationvector = T
in2polarization = -1.5707963267948966

out1particle = e-
out2particle = p
out3particle = gamma

# colliding 20 GeV electrons with
# 250 GeV protons

### Observable

y1name = TSA
y1namelong = transversal target spin asymmetry
y1unit = 1
y1value = column5
y1error = column6

### x-axes
x1name = tm
x1unit = GeV^2
x1value = column1

x2name = Q2
x2unit = GeV^2
x2value = column2

x3name = xB
x3unit = 1
x3value = column3

x4name = phi
x4unit = rad
x4value = column4

table =
### Data
# tm Q2 xB phi TSA error sys and sta are added in quadrature
################################################################
0.08 7.81 0.0005145 0.157 0.05956674312937389 0.03808270292594806
0.08 7.81 0.0005145 0.471 -0.02633576049506692 0.03808180059674289
0.08 7.81 0.0005145 0.785 -0.026075204359246554 0.03808039166882935
0.08 7.81 0.0005145 1.1 -0.05099412435225764 0.03807917033713589
0.08 7.81 0.0005145 1.414 -0.03322560864426491 0.038078946528016994
0.08 7.81 0.0005145 1.728 0.023954868057008978 0.03808032575036067
0.08 7.81 0.0005145 2.042 0.01075252428009988 0.037700742911545924
0.08 7.81 0.0005145 2.356 -0.06101636263482618 0.03770496165130334
0.08 7.81 0.0005145 2.67 -0.005648872028659964 0.03770904030668123
0.08 7.81 0.0005145 2.985 0.011477642343084224 0.03771156198923032
0.08 7.81 0.0005145 3.298592653589793 -0.0688480260748518 0.037711560246396186
0.08 7.81 0.0005145 3.612592653589793 -0.006996642922714014 0.037709046942665865
0.08 7.81 0.0005145 3.9265926535897933 -0.046242697027483626 0.03770496993935556
0.08 7.81 0.0005145 4.241592653589793 -0.039113148678024734 0.0377007379428752
0.08 7.81 0.0005145 4.555592653589793 -0.054005179899319855 0.03808032280630717
0.08 7.81 0.0005145 4.869592653589793 0.023797030121166362 0.038078945869730825
0.08 7.81 0.0005145 5.183592653589793 -0.016341088423593317 0.03807917143904914
0.08 7.81 0.0005145 5.497592653589793 0.027071098043555154 0.03808038893820996
0.08 7.81 0.0005145 5.811592653589793 0.016887183635041086 0.03808179823368214
0.08 7.81 0.0005145 6.1265926535897925 -0.053149411171177205 0.038082703555203136
0.275 7.81 0.0005145 0.157 -0.012570239973574029 0.044204236540690056
0.275 7.81 0.0005145 0.471 0.08616615633721436 0.04420418215228042
0.275 7.81 0.0005145 0.785 -0.06933123779545733 0.04420410756900966
0.275 7.81 0.0005145 1.1 0.05457616843533684 0.04360045900286375
0.275 7.81 0.0005145 1.414 -0.0549075804677719 0.04301169939138325
0.275 7.81 0.0005145 1.728 0.003223626541668874 0.042438493721625
0.275 7.81 0.0005145 2.042 -0.028852838686784205 0.042438871530480884
0.275 7.81 0.0005145 2.356 0.03504630268816578 0.04188193372773743
0.275 7.81 0.0005145 2.67 0.03577077568598159 0.04188235041841022
0.275 7.81 0.0005145 2.985 0.03367650322670063 0.041341892639208996
0.275 7.81 0.0005145 3.298592653589793 0.039105317902041775 0.04134189246731144
0.275 7.81 0.0005145 3.612592653589793 0.036003493948558694 0.0418823510803645
0.275 7.81 0.0005145 3.9265926535897933 0.023261937909761683 0.04188193459730991
0.275 7.81 0.0005145 4.241592653589793 -0.015069614512683084 0.04243887096869098
