id = 2103
editor = DM

### Pseudo EIC data obtained by using gepard fit and Salvatores errors 5% systematics for "cross section" are added
# for ep cross section for 20 x 250, b ~6
# systematic error for polarization are added to be 5%
# systematic error added to be 0.035

collaboration = EIC
process = ep2epgamma
exptype = collider
year = 2011
reference = "asi-errors-... from Salvatore"
reference2 =
reference3 =

### Scattering Process

frame = Trento

in1particle = e-
in1energy = 20.
in1energyunit = GeV
in2particle = p
in2energy = 250.
in2energyunit = GeV
in2polarizationvector = T
in2polarization = -1.5707963267948966

out1particle = e-
out2particle = p
out3particle = gamma

# colliding 20 GeV electrons with
# 250 GeV protons

### Observable

y1name = TSA
y1namelong = transversal target spin asymmetry
y1unit = 1
y1value = column5
y1error = column6

### x-axes
x1name = tm
x1unit = GeV^2
x1value = column1

x2name = Q2
x2unit = GeV^2
x2value = column2

x3name = xB
x3unit = 1
x3value = column3

x4name = phi
x4unit = rad
x4value = column4

table =
### Data
# tm Q2 xB phi TSA error sys and sta are added in quadrature
################################################################
0.08 4.39 0.0005145 0.157 0.011178335242642428 0.03848962864253303
0.08 4.39 0.0005145 0.471 0.011359429828769403 0.038488223487880883
0.08 4.39 0.0005145 0.785 0.029874059790534903 0.038486025059873384
0.08 4.39 0.0005145 1.1 0.030746452128580463 0.03848415369145148
0.08 4.39 0.0005145 1.414 -0.03139694395279303 0.03848397490978067
0.08 4.39 0.0005145 1.728 -0.053440819498847214 0.03848652842209397
0.08 4.39 0.0005145 2.042 -0.03967991583995575 0.03849193892591984
0.08 4.39 0.0005145 2.356 -0.027886105384990166 0.03809433885470828
0.08 4.39 0.0005145 2.67 -0.05065447016753681 0.038101154897081026
0.08 4.39 0.0005145 2.985 0.010801116489114266 0.03810530092649344
0.08 4.39 0.0005145 3.298592653589793 -0.05397752862530854 0.038105298078240514
0.08 4.39 0.0005145 3.612592653589793 -0.008567476104108143 0.03810116587403572
0.08 4.39 0.0005145 3.9265926535897933 0.003522473343597343 0.038094352850632826
0.08 4.39 0.0005145 4.241592653589793 -0.005526369989916716 0.03849193041242179
0.08 4.39 0.0005145 4.555592653589793 -0.07965347015960504 0.038486523152846036
0.08 4.39 0.0005145 4.869592653589793 -0.04128393566054771 0.038483973523183966
0.08 4.39 0.0005145 5.183592653589793 -0.03181410724776758 0.038484155304664786
0.08 4.39 0.0005145 5.497592653589793 0.04437938569835023 0.038486020808442115
0.08 4.39 0.0005145 5.811592653589793 -0.004709027442055966 0.03848821980189191
0.08 4.39 0.0005145 6.1265926535897925 0.020014019933616015 0.0384896296205071
0.275 4.39 0.0005145 0.157 0.029062508807986838 0.04483064699514778
0.275 4.39 0.0005145 0.471 0.03618856491186469 0.04545872078545667
0.275 4.39 0.0005145 0.785 0.008477509068040852 0.044823264898875066
0.275 4.39 0.0005145 1.1 0.05625659173235497 0.04420424226874856
0.275 4.39 0.0005145 1.414 -0.04792653546241843 0.044208859171994214
0.275 4.39 0.0005145 1.728 0.0408083832174605 0.04361560395871388
0.275 4.39 0.0005145 2.042 0.0753709761748875 0.043039786720248635
0.275 4.39 0.0005145 2.356 0.025362394783516963 0.04305129555478313
0.275 4.39 0.0005145 2.67 0.004246955799345607 0.04248658639831643
0.275 4.39 0.0005145 2.985 0.05311832077670692 0.04249068806283228
0.275 4.39 0.0005145 3.298592653589793 0.10948458159003066 0.04249068543077155
0.275 4.39 0.0005145 3.612592653589793 0.004903161121987645 0.04248659802480623
0.275 4.39 0.0005145 3.9265926535897933 -0.03494530219272072 0.04305131441877227
0.275 4.39 0.0005145 4.241592653589793 0.015043916698528826 0.04303977028285949
