id = 2005
editor = DM

### Pseudo EIC data obtained by using gepard fit and Salvatores errors 5% systematics are added
# for ep cross section for 20 x 250, b ~6
# systematic error added to be 5 %

collaboration = EIC
process = gammastarp2gammap
exptype = collider
year = 2011
reference = t_gp-10.lt.q2.lt.17.78._3.98e-3.lt.x.lt.6.31e-3.dat
reference2 =
reference3 =

### Scattering Process

in1particle = gammastar
in2particle = p

out1particle = gamma
out2particle = p

# colliding 20 GeV electrons with
# 250 GeV protons

### Observable

y1name = X
y1namelong = DVCS cross section differential in t
y1unit = nb/GeV^2
y1value = column4
y1error = column5


### x-axes
x1name = Q2
x1unit = GeV^2
x1value = column1

x2name = W
x2unit = GeV
x2value = column2

x3name = tm
x3unit = GeV^2
x3value = column3

table =
### Data
# Q2 W -t dsig/dt error sys and sta are added in quadrature
################################################################
12.9 50.85 1.4812500477 0.003142841102826574 0.0006712119913768956
12.9 50.85 1.3937499523 0.003775870644568832 0.0007440783899076111
12.9 50.85 1.3062500954 0.005849984487941255 0.0009681091488315809
12.9 50.85 1.21875 0.00984151353300809 0.0012774494815315743
12.9 50.85 1.1312499046 0.01313331901133644 0.0016628768178080647
12.9 50.85 1.0437500477 0.02502158421427714 0.002204707320437986
12.9 50.85 0.8185430765 0.07478109220885815 0.009322264624822434
12.9 50.85 0.7117765546 0.14140908146294096 0.013761013756450486
12.9 50.85 0.6189361215 0.22741755063616587 0.020211249175188812
12.9 50.85 0.5382053256 0.37034225051825254 0.02943163042802808
12.9 50.85 0.4680046439 0.5047933540635536 0.04063735593429489
12.9 50.85 0.406960547 0.7970287083898133 0.053773464741748704
12.9 50.85 0.3538787365 1.1646182507155165 0.07271164105049839
12.9 50.85 0.3077206612 1.286080511735616 0.09202068054313113
12.9 50.85 0.2675831914 1.568705221593713 0.11123471289923088
12.9 50.85 0.232681036 1.9512821834907499 0.13452259338820577
12.9 50.85 0.2023313344 2.2170266023897502 0.15790286462393316
12.9 50.85 0.1759402901 2.8460003156134728 0.18417650686363105
12.9 50.85 0.1529915631 3.534152910208535 0.21448293804819152
12.9 50.85 0.1330361366 3.643095900138253 0.24168949449447943
12.9 50.85 0.1156836003 3.8946137299712094 0.274018369891328
12.9 50.85 0.1005944312 4.250815489900631 0.3014188412167378
12.9 50.85 0.0874734223 4.689468836179306 0.333636205849932
12.9 50.85 0.0760638416 4.911414298079399 0.3602132233035125
12.9 50.85 0.0661424696 5.517605519007259 0.39356313747181215
12.9 50.85 0.0575151891 5.230581227072604 0.4404771815779226
12.9 50.85 0.0500132106 5.812200441951214 0.47076929388564126
12.9 50.85 0.0434897467 6.147454971895642 0.5145994133467341
12.9 50.85 0.0378171727 6.396326281117367 0.5686595497276333
12.9 50.85 0.0328844972 6.148466890544224 0.6049174831742014
